	Biamonti	Hess	Op.	Grove	WoO	Title 1	Title 2	Composition Dates 1	Composition Dates 2	Notes 1	Key	Scoring	Genre	Notes 2	Same As	ROW 2
1211	742/@@@	118/@@@	124	124	—	"Overture in C major: ""Die Weihe des Hauses"" (The Consecration of the House)"	"Die Weihe des Hauses, overture"	1822	1822	"dedicated to Prince Nikolas Borissovich Galitzin; Hess 118 includes Opus 124, Opus 114, WoO 98, and parts of Opus 113"	C major	orch	Orchestral	overture to Op.114	"Op. 124, Hess 118, Grove 124"	252
1212	742/@@@	118/@@@	—		098	"Chorus for Orchestra, Chorus & Solo Voice(s): ""Wo sich die Pulse jugendlich jagen"" chorus with soprano solo for the festive play ""Die Weihe des Hauses"""	"Wo sich die Pulse, chorus"	1822	1822	"Hess 118 includes Opus 124, Opus 114, WoO 98, and parts of Opus 113"	B♭ major	sop ch orch	Stage	part of Op. 114	"WoO 98, Hess 118"	397
1213	742/@@@	118/@@@				"Music for a drama for Orchestra, Chorus & Solo Voice(s): for Meisl’s festival play ""Die Weihe des Hauses"" (The Consecration of the House)"			1822	"Hess 118 includes Opus 124, Opus 114, WoO 98, and parts of Opus 113"					Hess 118	@@@
1214	743	296				Little Cadenza for Instrument(s)			1822	written for Léon de Saint-Lubin					Hess 296	
1215	744	—	—	142	003	"Minuet for Orchestra in E flat major: ""Gratulations - Menuett"""	Gratulations-Menuett	1822	1822	"dedicated to Karl Holz; dedication by publisher, but written as a tribute to Karl Hensler as part of a serenade"	E♭ major	orch	Orchestral		"WoO 3, Grove 142"	273
1216	745/	—	119@@@		—		Bagatelles (11)	1820-22				pf	Keyboard			245
1217	745/1		119/01	119/01		Bagatelle for Piano in G minor: Allegretto; #1 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #1, Grove 119"	
1218	745/2		119/02	119/02		Bagatelle for Piano in C major: Andante con moto; #2 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #2, Grove 119"	
1219	745/3		119/03	119/03		Bagatelle for Piano in D major: A l’Allemande; #3 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #3, Grove 119"	
1220	745/4		119/04	119/04		Bagatelle for Piano in A major: Andante cantabile; #4 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #4, Grove 119"	
1221	745/5		119/05	119/05		Bagatelle for Piano in C minor: Risoluto; #5 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #5, Grove 119"	
1222	745/6		119/06	119/06		Bagatelle for Piano in G major: Andante-Allegretto; #6 of 11 Bagatelles			1820 - 1822	some pieces were started as early as c. 1794					"Op. 119 #6, Grove 119"	
1223	745/7		119/07	119/07		"Bagatelle for Piano in C major: Allegro, ma non troppo; #7 of 11 Bagatelles
{Rezeichnung}"			1820 - 1821	some pieces were started as early as c. 1794					"Op. 119 #7, Grove 119"	
1224	745/8		119/08	119/08		Bagatelle for Piano in C major: Moderato cantabile; #8 of 11 Bagatelles			1820 - 1821	some pieces were started as early as c. 1794					"Op. 119 #8, Grove 119"	
1225	745/9		119/09	119/09		Bagatelle for Piano in A major: Vivace moderato; #9 of 11 Bagatelles			1820 - 1821	some pieces were started as early as c. 1794					"Op. 119 #9, Grove 119"	
1226	745/10		119/10	119/10		Bagatelle for Piano in A major: Allegramente; #10 of 11 Bagatelles			1820 - 1821	some pieces were started as early as c. 1794					"Op. 119 #10, Grove 119"	
1227	745/11		119/11	119/11		"Bagatelle for Piano in B flat major: Andante, ma non troppo; #11 of 11 Bagatelles"			1820 - 1821	some pieces were started as early as c. 1794					"Op. 119 #11, Grove 119"	
1228	746					Sketch			1822	unused sketches for the Ninth Symphony Opus 125; also see Biamonti 686 & 779						
1229	747					Fragment for Unknown; authorship: unfinished			1822							
1230	748	—	128	128	—	"Arietta: ""Der Kuß"" (The Kiss); ""Ich var bei Chloen ganz allein"""	"Der Kuß(""Ich var bei Chloen ganz allein"")"	1798-1822	1798 - 1822	words: C F Weiße	A major	v pf	Vocal		"Op. 128, Grove 128"	256
1231	749	—	—		181/1	"4-part Canon in C major: ""Gedenket heute an Baden"""	"Gedenket heute an Baden, canon"	1820	1820		C major	4vv	Vocal		WoO 181 #1	514
1232	750	258	—		181/2	"4-part Canon in C major: ""Gehabt euch wohl"""	"Gehabt euch wohl, canon"	1820	1820		C major	4vv	Vocal		"WoO 181 #2, Hess 258"	515
1233	751	259	—		181/3	"3-part Canon in C major: ""Tugend ist kein leerer Name"""	"Tugend ist kein leerer Name, canon"	1820	1820		C major	3vv	Vocal		"WoO 181 #3, Hess 259"	516
1234	752					"Sketch for Unknown: ""Thut auf"", sketch for a Canon; authorship: unfinished"			1819 - 1822							
1235	753					Fragment for Unknown in B flat major			1819 - 1822	fragment of a Scottish folksong						
1236	754					Sketch for Unknown in C sharp minor; authorship: unfinished			1819 - 1822	"perhaps for Piano Sonata #30, Opus 109"						
1237	755					Sketch for Unknown; authorship: unfinished			1819 - 1822	"sketches for Fugues, one of them probably ""for harpsichord or organ"""						
1238	756					Sketch for Piano: sketch for a movement of a Sonata; authorship: unfinished			1819 - 1822							
1239	757					"Sketch for Piano: ""second Sonata"" allegro con brio; authorship: unfinished"			1819 - 1822							
1240	758					"Sketch for Piano: ""second Sonata"" adagio; authorship: unfinished"			1819 - 1822							
1241	759					Sketch for Solo Voice(s) & Instrument(s): beginning of a Recitative with string accompaniment; authorship: unfinished			1818 - 1822	perhaps for the third Mass in C sharp minor; also see Biamonti 795						
1242	760					"Sketch for Solo Voice(s) & Instrument(s): sketch for a Song ""Heidenroslein""; authorship: unfinished"			1818 - 1822	words: Goethe; other sketches are Hess 150 and Biamonti 707						
1243	761					Sketch: for an Overture; authorship: unfinished			1818 - 1822							
1244	762					"Sketch for Unknown: sketch for a Song ""Fluchtigkeit der Zeit"" (Transience of Time); authorship: unfinished"			1818 - 1822	words: Gleim						
1245	763					"Sketch for Unknown: sketch in metrical notation ""Paon und Anapest""; authorship: unfinished"			1818 - 1822	refers to the musical rhythms of Greek and Latin poetry						
1246	764					"Sketch for Unknown: ""Edel Hulfreich sey der Mensch"", sketch for a Canon; authorship: unfinished"			1818 - 1822							
1247	765	291			205/06	"Musical greetings for Solo Voice(s) in F major: ""Scheut euch nicht"" (WoO 205f), #6 of 10 musical greetings"			1822	written for George Friedrich Treitschke; Letter 1068					"WoO 205 #6, Hess 291"	
1248	766	—	121b/@@@	121b/@@@	—	"Choral Part-Song for Orchestra, Chorus & Solo Voice(s): ""Opferlied"" (Sacrificial Song) ""Die Flamme lodert"", Opus 121b; 2 versions: 1822 (Biamonti 766) & 1824 (Biamonti 790), with different scorings"	"Opferlied (""Die Flamme lodert"")"	1822	1822 - 1824	"poem by Friedrich von Matthison; 5 arrangements over 30 yrs; also see WoO 126, Hess 91 & Hess 145"	E major	3vv ch orch	Vocal	"3rd version of Op. 121b, WoO 126, Hess 91, Hess 145"	"Op. 121 #2, Grove 121"	248
1249	767	—	122	122	—	"Song: ""Bundeslied"" (Song of Fellowship) for 2 solo voices, chorus & wind instruments"	"Bundeslied (""In allen guten Stunden"")"	1822-24	1822 - 1824	words: Goethe; Hess 92 is a piano accompaniment version; Hess Anhang 58 is a version for 2 voices & chorus a capella (Beethoven’s authorship not certain)	B♭ major	2vv ch ww br	Vocal		"Op. 122, Grove 122"	250
1250	768	132	—		151	"Song in G major: ""Der edle Mensch sei hülfreich und gut"""	Der edle Mensch sei hilfreich und gut	1823	1823	written for Baroness Cäcilie von Eskeles; words: Goethe	G major	v pf	Vocal		"WoO 151, Hess 132"	479
1251	769	261			183	"4-part Canon in F major: ""Bester Herr Graf, Sie sind ein Schaf"""			1823	written for Count Moritz Lichnowsky					"WoO 183, Hess 261"	
1252	770	—	—		183@@@	"Sketch for Unknown: for a Canon or a Song ""Alle Landen loben ihren Gott""; authorship: unfinished"	"Bester Herr Graf, canon"	1823	1823		F major	4vv	Vocal			518
1253	771					Sketch for Unknown in C sharp minor: for a third Mass; authorship: unfinished			1823							
1254	772	—	—	199	106	"Cantata: ""Lobkowitz-Kantate"" for soprano, chorus & piano"	Lobkowitz-Cantate	1823	1823	written for Prince Ferdinand Lobkowitz; words: Beethoven?; written for Prince Lobkowitz’ birthday	E♭ major	sop ch pf	Vocal		"WoO 106, Grove 199"	429
1255	773	262	—	203	184	"5-part Canon in G major: ""Falstafferel, lass dich sehen!"""	"Falstafferel, lass dich sehen!, canon"	1823	1823	written for Ignaz Schuppanzigh	G major	5vv	Vocal		"WoO 184, Hess 262, Grove 203"	519
1256	774	—	120	120	—	33 Variations for Piano in C major: on a Waltz by Diabelli	Veränderungen über einen Walzer ('Diabelli Variations')	1819-23	1819 - 1823	dedicated to Antonie Brentano	C major	pf	Keyboard		"Op. 120, Grove 120"	246
1257	775	—	—	214	185	"6-part Canon: ""Edel sei der Mensch, hülfreich und gut"""	"Edel sei der Mensch, canon"	1823	1823	"written for Louis Schlösser; words: Goethe; two versions, in E major & E flat majpr"	E major	6vv	Vocal	1st version	"WoO 185, Grove 214"	520
1258	775	—	—		185@@@		"Edel sei der Mensch, canon"	1823			E♭ major	6vv	Vocal	2nd version		521
1259	776	—	123	123	—	"Mass in D major: ""Missa Solemnis"""	Missa solemnis	1819-23	1819 - 1823	dedicated to Archduke Rudolph of Austria	D major	4vv ch org orch	Vocal		"Op. 123, Grove 123"	251
1260		303				"Sketch for Instrument(s): sketch for a Canon ""Großen Dank für solche Gnade"" (Many thanks, many thanks, for such great mercy); authorship: unfinished"			1823	found among the sketches for the Adagio from the Ninth Symphony					Hess 303	
1261	778	283	—		202	"Riddle Canon in F major: ""Das Schöne zum Guten!"", musical motto (1st version)"	"Das Schöne zum Guten!, canon"	1823	1823	written for Marie Pachler-Koschak; other version is WoO 203	F major	v	Vocal	1st version of WoO 203	"WoO 202, Hess 283"	538
1262	779					Sketch			1823	unused sketches for the Ninth Symphony Opus 125; also see Biamonti 686 & 746						
1263	780	007	—	145	018/@@@	"March & Trio for Wind Band in F major: ""Marsch für die bohmische Landwehr""; ""Zapfenstreich No. 1"""	March ('Marsch für die bohmische Landwehr') ('Yorckscher Marsch')	1822 ca.	1809 - 1810	"dedicated to Archduke Anton; written for a ‘carrousel’; contains Turkish elements in the orchestration; version with the Trio in B flat Beethoven added c. 1822; WoO 18 also includes Hess 6 & 99, Hess Anhang 2 and Biamonti 519 #1"	F major	ww br perc	Orchestral	"3rd version, with trio and 'Turkish' orchestration"	"WoO 18, Hess 7, Grove 145"	297
1264	781	009	—	145	019/@@@	March & Trio for Wind Band in F major	March	1822 ca.	1810	"dedicated to Archduke Anton; written for a ‘carrousel’; contains Turkish elements in the orchestration; Hess 8 is version without Trio; Biamonti 519 #2 (the GA version) has no Trio, no Turkish elements; Beethoven added the trio in F minor c. 1822; WoO 19 includes both Hess 8 & 9 & Biamonti 519 #2"	F major	ww br perc	Orchestral	"3rd version, with trio and 'Turkish' orchestration"	"WoO 19, Hess 9, Grove 145"	300
1265	782	114				Recitative for Solo Voice(s) & Orchestra			1814	"for Don Fernando in the 2nd Finale for ""Fidelio"", Dresden version"					Hess 114	
1266	783					Sketch for Piano; authorship: unfinished			1823	"sketches for Preludes to the Bagatelles Opus 126 #3, 4, & 6"						
1267	784	057				Sketch for Piano in C major; authorship: unfinished			1824	for a piano piece					Hess 57	
1268	785	260				"Canon: ""Fettlümerl und Bankert haben triumphirt"" (Fat-lout and bastard have triumphed)"			1823						Hess 260	
1269	786/@@@	263				"2-part Canon in E flat major: ""Te solo adoro"""			1824	written for Carlos Evasio Soliva; words: Pietro Metastasio; on same text as WoO 186 and Hess 264					Hess 263	
1270	786/@@@	264				"2-part Canon: ""Te solo adoro"""			1824	written for Carlos Evasio Soliva; words: Pietro Metastasio; on same text as WoO 186 and Hess 263					Hess 264	
1271	787	—	125	125	—	"Symphony No. 9 in D minor: ""Choral"""	Symphony No.9	1817-24	1817 - 1824	dedicated to King Friedrich Wilhelm III of Prussia	D minor	sop alt ten bass ch	Vocal		"Op. 125, Grove 125"	253
1272	788/	—	126@@@		—		Bagatelles(6)	1824				pf	Keyboard			254
1273	788/1		126/1	126/1		Bagatelle for Piano in G major: Andante con moto; #1 of 6 Bagatelles			1824						"Op. 126 #1, Grove 126"	
1274	788/2		126/2	126/2		Bagatelle for Piano in G minor: Allegro; #2 of 6 Bagatelles			1824						"Op. 126 #2, Grove 126"	
1275	788/3		126/3	126/3		Bagatelle for Piano in E flat major: Andante; #3 of 6 Bagatelles			1824						"Op. 126 #3, Grove 126"	
1276	788/4		126/4	126/4		Bagatelle for Piano in B minor: Presto; #4 of 6 Bagatelles			1824						"Op. 126 #4, Grove 126"	
1277	788/5		126/5	126/5		Bagatelle for Piano in G major: Quasi allegretto; #5 of 6 Bagatelles			1824						"Op. 126 #5, Grove 126"	
1278	788/6		126/6	126/6		Bagatelle for Piano in E flat major: Presto-andante; #6 of 6 Bagatelles			1824						"Op. 126 #6, Grove 126"	
1279	789	—	—		186	"2-part Canon in E flat major: ""Te solo adoro"""	"Te solo adoro, canon"	1824	1824	written for Carlos Evasio Soliva; words: Pietro Metastasio; on same text as Hess 263 & Hess 264	E♭ major	2vv	Vocal	"1st setting of Hess 263, Hess 264"	WoO 186	522
1280	790	—	121b/@@@	121b/@@@	—	"Choral Part-Song for Orchestra, Chorus & Solo Voice(s): ""Opferlied"" (Sacrificial Song) ""Die Flamme lodert"", Opus 121b; 2 versions: 1822 (Biamonti 766) & 1824 (Biamonti 790), with different scorings"	"Opferlied (""Die Flamme lodert"")"	1824	1822 - 1824	"poem by Friedrich von Matthison; 5 arrangements over 30 yrs; also see WoO 126, Hess 91 & Hess 145"	E major	3vv ch orch	Vocal	"4th version of Op. 121b, WoO 126, Hess 91, Hess 145"	"Op. 121 #2, Grove 121"	249
1281	791	292			205/07	"Musical greetings for Solo Voice(s) in E major: ""Tobias! Paternostergäßler. Tobias! Paternostergäßlerischer, Bierhäuslerischer musikalischer Philister!"" (WoO 205g), #7 of 10 musical greetings"			1824	written for Tobias Haslinger; Letter 1312					"WoO 205 #7, Hess 292"	
1282	792	—	—	215	187	"4-part Canon in F major: ""Auf einen, welcher Schwenke geheißen""; ""Schwenke dich ohne Schwänke"""	"Schwenke (""Schwenke dich ohne Schwänke""), canon"	1824	1824	written for Carl Schwencke	D minor	4vv	Vocal		"WoO 187, Grove 215"	523
1283	793	—	—		084	Waltz for Piano in E flat major	Waltz	1824	1824	dedicated to Friedrich Demmer; dedicated by publisher	E♭ major	pf	Keyboard		WoO 84	380
1284	794	285				"Joke in E flat major: ""Tobias"""			1825	written for Tobias Haslinger; found among the sketches for the String Quartet Opus 127					Hess 285	
1285	795					Sketch for Solo Voice(s) & Instrument(s)			1818 - 1822	other sketches for the third Mass; also see Biamonti 759						
1286	796					"Sketch for String Quartet: ""La gaitée""; authorship: unfinished"			1824	completed sketch						
1287	797					Adagio for String Quartet in E major			1824	introduction for String Quartet #12 Opus 127						
1288	798					Sketch for Piano Four Hands; authorship: unfinished			1824	sketch for a Sonata						
1289	799					Fragment for Unknown: in 5/4; authorship: unfinished			1824							
1290	800					2 Sketches for Chorus; authorship: unfinished			1824	choral sketches						
1291	801					3 Sketches for String Quartet; authorship: unfinished			1824	sketches for String Quartet #15 Opus 132						
1292	802	265	—		188	"2-part Riddle Canon in B flat major: ""Gott ist eine feste Burg"""	"Gott ist eine feste Burg, canon"	1825	1825	written for Oberst von Duterlohe	B♭ major	2vv	Vocal		"WoO 188, Hess 265"	524
1293	803	—	127	127	—	String Quartet No. 12 in E flat major	String Quartet No.12	1822-25	1822 - 1825	dedicated to Prince Nikolas Borissovich Galitzin	E♭ major	2vn va vc	Chamber		"Op. 127, Grove 127"	255
1294	804	272	—		203	"Riddle Canon in A major: ""Das Schöne zu dem Guten!"", musical motto (2nd version)"	"Das Schöne zum Guten!, canon"	1825	1825	written for Ludwig Rellstab; Letter 1366b; other version is WoO 202	A major	v	Vocal	2nd version of WoO 202	"WoO 203, Hess 272"	539
1295	805	266	—		189	"4-part Canon in C major: ""Doktor, sperrt das Tor dem Tod"""	"Doktor sperrt das Tor dem Tod, canon"	1825	1825	written for Anton Braunhofer	C major	4vv	Vocal		"WoO 189, Hess 266"	525
1296	806	293			205/08	"Musical greetings for Solo Voice(s) in D major: ""Tobias Tobias"" (WoO 205h), #8 of 10 musical greetings"			1825	written for Tobias Haslinger; Letter 1365					"WoO 205 #8, Hess 293"	
1297	807	267	—		190	"2-part Canon in C major: ""Ich war hier, Doktor, ich war hier"""	"Ich war hier, Doktor, canon"	1825	1825	written for Anton Braunhofer	C major	2vv	Vocal		"WoO 190, Hess 267"	526
1298	808	—	132	132	—	String Quartet No. 15 in A minor	String Quartet No.15 ('Heiliger Dankgesang')	1823-25	1823 - 1825	dedicated to Prince Nikolas Borissovich Galitzin	A minor	2vn va vc	Chamber		"Op. 132, Grove 132"	261
1299	809	273	—	222	035	Canon in A major: for 2 violins or for 2 cellos; for Samson de Boer	Canon	1825	1825	written for Samson de Boer; not for Otto de Boer as some sources claim	A major	2vn/2vc	Chamber		"WoO 35, Hess 273, Grove 222"	320
1300	810					Sketch for Unknown; authorship: unfinished			1825	"sketches for the Oratorio ""La Vittoria della Croce"""						
1301	811					3-part Canon in C minor			1825							
1302	812					Sketch for String Quartet; authorship: unfinished			1825	sketches for the Andante of String Quartet #15 Opus 132						
1303	813					Sketch for String Quartet; authorship: unfinished			1825	sketch for the first movement of String Quartet #13 Opus 130						
